Date,Customer,Material,Quantity,MixType,Rate,Total_INR,Year
2020-06-13,Prasad Reddy,20mm,4.82,DryMix,2602.69,12543.29,2020
2023-10-22,Naresh,Dust,3.72,WetMix,1350.46,5018.56,2023
2024-07-23,Ashok,20mm,0.93,DryMix,3027.92,2813.32,2024
2022-10-21,Meghana,40mm,1.92,DryMix,1877.99,3605.5,2022
2023-03-30,Naresh,20mm,3.86,DryMix,2747.65,10595.47,2023
2021-11-23,Naresh,12mm,10.62,WetMix,1156.87,12283.14,2021
2023-08-22,Prasad Reddy,6mm,1.94,WetMix,1622.79,3150.98,2023
2021-03-02,Ashok,12mm,3.28,WetMix,1326.85,4346.71,2021
2021-01-18,RK Traders,6mm,2.71,WetMix,1470.22,3978.28,2021
2021-01-09,Suresh,12mm,7.68,WetMix,1179.71,9056.59,2021
2023-10-07,Ashok,6mm,7.73,WetMix,1494.07,11553.56,2023
2020-11-06,Naresh,12mm,5.28,WetMix,1243.98,6569.49,2020
2023-03-14,Ashok,12mm,1.88,WetMix,1472.51,2773.65,2023
2020-12-10,Prasad Reddy,Dust,9.28,WetMix,1234.35,11456.13,2020
2024-08-04,Suresh,6mm,2.44,WetMix,1715.68,4194.09,2024
2022-10-06,Prasad Reddy,20mm,9.0,DryMix,2796.94,25184.83,2022
2021-08-07,Suresh,6mm,1.24,WetMix,1352.71,1679.61,2021
2024-06-21,Meghana,6mm,7.26,WetMix,1631.15,11841.29,2024
2024-01-17,Talangeni,12mm,3.58,WetMix,1652.09,5920.91,2024
2023-10-20,Prasad Reddy,40mm,6.39,DryMix,1967.84,12565.5,2023
2024-06-12,Ashok,6mm,6.32,WetMix,1733.6,10962.95,2024
2020-05-22,Naresh,6mm,7.73,WetMix,1290.58,9975.72,2020
2020-10-31,Naresh,20mm,1.75,DryMix,2363.63,4146.91,2020
2022-05-16,Talangeni,12mm,6.68,WetMix,1358.01,9065.88,2022
2020-11-23,Meghana,12mm,7.69,WetMix,1299.42,9988.68,2020
2021-10-26,Suresh,Dust,6.35,WetMix,1268.5,8055.04,2021
2023-08-16,Ashok,Dust,3.64,WetMix,1433.17,5222.21,2023
2021-05-12,Naresh,Dust,12.55,WetMix,1300.2,16316.21,2021
2021-09-10,RK Traders,6mm,6.32,WetMix,1540.83,9734.6,2021
2020-02-20,Suresh,Dust,2.76,WetMix,1204.96,3328.74,2020
2023-09-19,RK Traders,6mm,3.75,WetMix,1519.5,5692.19,2023
2024-04-11,Ashok,6mm,9.28,WetMix,1700.5,15785.23,2024
2020-04-15,Meghana,Dust,4.97,WetMix,1262.31,6268.31,2020
2021-10-05,Prasad Reddy,12mm,2.1,WetMix,1289.77,2707.96,2021
2023-02-05,Ashok,12mm,7.34,WetMix,1459.31,10717.82,2023
2020-11-07,Talangeni,20mm,9.88,DryMix,2342.61,23149.43,2020
2023-01-12,Meghana,Dust,5.61,WetMix,1553.7,8714.38,2023
2023-10-31,Talangeni,6mm,1.11,WetMix,1473.35,1634.34,2023
2023-02-15,Meghana,6mm,7.99,WetMix,1627.08,13007.11,2023
2020-01-10,Prasad Reddy,12mm,8.52,WetMix,1281.57,10920.25,2020
2021-12-20,Talangeni,20mm,3.91,DryMix,2544.27,9947.11,2021
2021-10-25,RK Traders,40mm,7.12,DryMix,1854.48,13197.37,2021
2020-05-25,RK Traders,40mm,7.77,DryMix,1636.7,12712.93,2020
2021-08-03,Naresh,20mm,2.94,DryMix,2872.55,8435.92,2021
2021-10-22,Meghana,20mm,7.49,DryMix,2420.15,18130.46,2021
2022-09-14,Talangeni,40mm,7.03,DryMix,1908.84,13419.08,2022
2021-03-16,Talangeni,20mm,10.01,DryMix,2554.38,25573.36,2021
2024-08-08,Talangeni,40mm,4.54,DryMix,2220.45,10081.34,2024
2024-11-11,Ashok,40mm,8.64,DryMix,2181.2,18852.25,2024
2024-05-22,Meghana,12mm,5.12,WetMix,1560.08,7989.0,2024
2022-10-02,Suresh,Dust,2.53,WetMix,1488.15,3761.36,2022
2021-10-09,Naresh,20mm,6.77,DryMix,2591.3,17533.03,2021
2021-07-14,Talangeni,Dust,0.95,WetMix,1338.62,1265.74,2021
2020-06-08,Meghana,6mm,6.99,WetMix,1344.5,9399.97,2020
2021-01-15,Naresh,12mm,1.57,WetMix,1204.48,1888.83,2021
2023-04-10,Meghana,12mm,11.23,WetMix,1468.78,16500.21,2023
2020-04-25,Talangeni,Dust,3.54,WetMix,1320.75,4678.57,2020
2020-10-13,Ashok,20mm,1.86,DryMix,2517.91,4675.22,2020
2021-09-24,Prasad Reddy,Dust,10.24,WetMix,1243.13,12728.36,2021
2021-05-29,Ashok,6mm,3.63,WetMix,1383.96,5024.78,2021
2024-03-20,RK Traders,Dust,11.14,WetMix,1469.4,16364.68,2024
2023-01-12,Ashok,12mm,6.04,WetMix,1557.9,9403.7,2023
2021-04-04,Talangeni,Dust,3.38,WetMix,1181.57,3998.37,2021
2024-08-13,Suresh,12mm,1.1,WetMix,1493.03,1648.54,2024
2022-01-30,Prasad Reddy,20mm,4.76,DryMix,2739.15,13032.58,2022
2023-12-01,RK Traders,12mm,2.29,WetMix,1560.42,3565.93,2023
2021-02-09,Ashok,40mm,7.89,DryMix,2068.57,16313.83,2021
2021-05-04,Ashok,Dust,8.97,WetMix,1268.08,11375.74,2021
2023-12-23,Meghana,40mm,8.19,DryMix,2290.59,18767.12,2023
2020-05-13,Ashok,40mm,2.7,DryMix,1691.25,4562.64,2020
2023-11-29,Talangeni,40mm,3.24,DryMix,1982.14,6415.48,2023
2023-05-14,Talangeni,Dust,12.26,WetMix,1505.38,18452.77,2023
2022-03-03,Meghana,6mm,10.06,WetMix,1448.74,14575.5,2022
2022-04-12,RK Traders,6mm,6.88,WetMix,1505.57,10355.96,2022
2022-11-14,Suresh,6mm,5.74,WetMix,1390.97,7981.62,2022
2022-08-21,Ashok,20mm,3.27,DryMix,3113.98,10167.26,2022
2020-05-07,Suresh,Dust,12.26,WetMix,1315.62,16126.18,2020
2022-09-15,Ashok,Dust,2.86,WetMix,1418.25,4061.43,2022
2020-09-10,RK Traders,12mm,4.6,WetMix,1167.55,5373.78,2020
2024-03-20,Talangeni,40mm,2.3,DryMix,2234.69,5148.12,2024
2021-11-20,Ashok,6mm,9.48,WetMix,1467.49,13916.53,2021
2020-03-23,Naresh,20mm,13.19,DryMix,2287.31,30165.99,2020
2024-02-26,Ashok,40mm,1.5,DryMix,2339.38,3515.78,2024
2023-07-07,Ashok,Dust,1.96,WetMix,1384.71,2717.79,2023
2023-11-04,Suresh,Dust,5.6,WetMix,1500.38,8408.87,2023
2023-06-08,Ashok,12mm,4.39,WetMix,1536.82,6741.91,2023
2022-02-06,Naresh,6mm,4.86,WetMix,1465.0,7113.44,2022
2024-03-29,Suresh,6mm,1.56,WetMix,1780.6,2786.02,2024
2021-01-20,Suresh,40mm,3.69,DryMix,1702.11,6286.72,2021
2021-10-11,Ashok,12mm,3.82,WetMix,1314.55,5022.37,2021
2020-08-29,Suresh,6mm,1.01,WetMix,1240.5,1252.59,2020
2021-11-02,Prasad Reddy,Dust,6.43,WetMix,1193.65,7679.69,2021
2021-12-03,RK Traders,6mm,2.46,WetMix,1346.31,3309.45,2021
2021-05-24,Talangeni,Dust,11.87,WetMix,1249.3,14829.91,2021
2022-01-13,Prasad Reddy,40mm,8.54,DryMix,2052.18,17528.09,2022
2021-07-07,Talangeni,6mm,5.34,WetMix,1523.16,8133.74,2021
2020-01-17,Prasad Reddy,20mm,4.76,DryMix,2594.07,12346.07,2020
2020-01-29,Talangeni,20mm,3.02,DryMix,2715.16,8193.81,2020
2020-08-19,RK Traders,6mm,4.05,WetMix,1356.22,5491.87,2020
2021-12-26,Ashok,20mm,4.69,DryMix,2883.32,13523.67,2021
2023-04-11,Suresh,40mm,8.03,DryMix,2230.73,17920.58,2023
2020-04-10,Prasad Reddy,6mm,9.91,WetMix,1385.0,13724.01,2020
2023-12-29,Prasad Reddy,40mm,7.0,DryMix,2324.03,16264.98,2023
2020-12-31,Naresh,Dust,8.67,WetMix,1323.92,11471.81,2020
2021-05-13,Naresh,Dust,3.03,WetMix,1210.31,3661.85,2021
2020-12-15,Meghana,12mm,6.14,WetMix,1099.83,6758.3,2020
2023-09-22,Prasad Reddy,20mm,2.92,DryMix,2953.57,8624.84,2023
2024-05-03,Meghana,Dust,2.56,WetMix,1474.68,3771.22,2024
2020-08-04,Ashok,12mm,6.42,WetMix,1090.07,6995.81,2020
2020-05-28,RK Traders,Dust,3.05,WetMix,1203.79,3676.48,2020
2022-02-19,Ashok,6mm,6.52,WetMix,1511.05,9854.18,2022
2023-06-03,Talangeni,40mm,9.67,DryMix,2060.71,19917.62,2023
2020-07-01,Prasad Reddy,20mm,3.66,DryMix,2438.0,8926.24,2020
2022-09-11,Meghana,12mm,9.8,WetMix,1306.11,12797.45,2022
2023-04-10,Meghana,40mm,16.51,DryMix,1922.06,31725.95,2023
2020-05-01,RK Traders,20mm,4.53,DryMix,2709.46,12263.13,2020
2023-11-21,Meghana,6mm,7.07,WetMix,1706.45,12069.11,2023
2021-10-08,Naresh,Dust,8.07,WetMix,1248.11,10071.06,2021
2023-09-30,Suresh,Dust,1.89,WetMix,1530.85,2886.46,2023
2020-07-31,Naresh,Dust,2.96,WetMix,1322.56,3917.17,2020
2023-12-01,Suresh,Dust,7.96,WetMix,1438.75,11454.63,2023
2023-10-08,Ashok,40mm,2.57,DryMix,1961.76,5034.64,2023
2022-11-19,Ashok,Dust,4.56,WetMix,1483.44,6764.86,2022
2020-05-15,Talangeni,12mm,5.36,WetMix,1082.24,5796.2,2020
2023-07-08,Prasad Reddy,40mm,1.72,DryMix,2035.0,3508.2,2023
2022-05-23,Naresh,12mm,11.97,WetMix,1316.27,15761.68,2022
2020-10-28,Naresh,40mm,4.22,DryMix,1826.14,7704.12,2020
2023-11-17,RK Traders,Dust,8.71,WetMix,1319.22,11491.6,2023
2021-07-19,Prasad Reddy,Dust,5.15,WetMix,1168.09,6017.18,2021
2023-12-31,RK Traders,20mm,2.42,DryMix,2920.29,7078.48,2023
2022-10-11,Suresh,40mm,4.83,DryMix,1855.81,8965.36,2022
2023-03-01,Talangeni,Dust,8.82,WetMix,1577.19,13917.88,2023
2024-10-31,Meghana,6mm,0.99,WetMix,1755.7,1738.54,2024
2020-02-07,RK Traders,Dust,1.73,WetMix,1281.2,2222.67,2020
2023-02-16,Suresh,Dust,1.54,WetMix,1505.78,2318.67,2023
2020-12-01,Ashok,12mm,1.42,WetMix,1248.71,1770.28,2020
2021-06-19,Meghana,12mm,3.23,WetMix,1362.32,4402.05,2021
2020-02-29,Prasad Reddy,40mm,2.28,DryMix,1808.04,4120.16,2020
2021-10-25,RK Traders,6mm,6.97,WetMix,1492.88,10408.16,2021
2022-07-15,Naresh,Dust,1.41,WetMix,1362.9,1925.98,2022
2020-07-01,Ashok,20mm,2.75,DryMix,2367.93,6514.2,2020
2023-02-10,RK Traders,40mm,9.54,DryMix,2229.97,21264.33,2023
2022-10-16,Prasad Reddy,6mm,6.83,WetMix,1481.1,10120.68,2022
2024-11-10,Ashok,40mm,8.72,DryMix,2212.21,19279.96,2024
2020-03-15,Talangeni,20mm,3.92,DryMix,2543.88,9976.07,2020
2024-05-15,Talangeni,12mm,11.74,WetMix,1433.18,16824.42,2024
2020-09-10,Meghana,6mm,3.68,WetMix,1324.77,4868.86,2020
2022-01-26,Talangeni,40mm,2.83,DryMix,2147.94,6079.14,2022
2021-08-03,Suresh,6mm,2.96,WetMix,1407.01,4166.54,2021
2021-12-04,RK Traders,6mm,1.86,WetMix,1308.87,2436.97,2021
2022-01-12,Naresh,12mm,7.66,WetMix,1350.72,10349.71,2022
2022-03-19,RK Traders,Dust,12.56,WetMix,1278.8,16061.13,2022
2024-08-14,RK Traders,20mm,2.36,DryMix,2888.58,6805.85,2024
2021-09-09,Ashok,Dust,9.64,WetMix,1229.18,11854.65,2021
2021-09-23,Meghana,12mm,8.73,WetMix,1265.74,11046.39,2021
2021-08-04,Prasad Reddy,Dust,0.78,WetMix,1291.48,1011.83,2021
2021-08-18,Talangeni,12mm,2.44,WetMix,1299.92,3168.87,2021
2021-11-20,Naresh,20mm,9.39,DryMix,2593.33,24338.49,2021
2021-11-02,RK Traders,40mm,9.66,DryMix,1743.09,16834.34,2021
2023-12-20,RK Traders,12mm,6.26,WetMix,1535.55,9611.99,2023
2020-06-13,Suresh,12mm,7.24,WetMix,1141.57,8265.09,2020
2024-10-19,Prasad Reddy,6mm,9.82,WetMix,1677.41,16470.3,2024
2021-01-18,Prasad Reddy,Dust,1.28,WetMix,1212.62,1551.46,2021
2021-09-20,Ashok,Dust,9.11,WetMix,1230.22,11206.33,2021
2022-10-11,Prasad Reddy,20mm,2.78,DryMix,3123.89,8683.05,2022
2020-01-28,Naresh,12mm,8.07,WetMix,1096.24,8844.62,2020
2021-06-12,Meghana,12mm,9.12,WetMix,1213.67,11070.99,2021
2022-04-21,Suresh,6mm,11.91,WetMix,1638.94,19524.28,2022
2022-12-25,Talangeni,12mm,4.79,WetMix,1467.04,7033.52,2022
2024-08-29,Ashok,Dust,4.94,WetMix,1552.67,7673.65,2024
2024-07-31,Naresh,40mm,1.6,DryMix,2381.79,3801.29,2024
2021-01-25,RK Traders,6mm,7.76,WetMix,1425.07,11053.2,2021
2022-06-02,Ashok,6mm,8.21,WetMix,1619.04,13295.22,2022
2023-11-05,Talangeni,20mm,5.73,DryMix,3176.69,18216.03,2023
2020-03-06,Meghana,20mm,5.48,DryMix,2421.83,13282.04,2020
2024-04-26,Naresh,Dust,11.25,WetMix,1426.59,16055.68,2024
2021-08-23,Talangeni,40mm,3.25,DryMix,1730.06,5615.31,2021
2022-02-17,Talangeni,Dust,4.58,WetMix,1267.4,5807.33,2022
2023-08-13,Suresh,Dust,4.78,WetMix,1503.51,7186.88,2023
2021-07-12,Talangeni,12mm,3.65,WetMix,1270.54,4638.1,2021
2021-01-20,Suresh,40mm,3.23,DryMix,2036.17,6576.4,2021
2020-02-09,RK Traders,20mm,2.83,DryMix,2351.01,6645.06,2020
2021-09-04,Naresh,Dust,8.51,WetMix,1246.32,10600.15,2021
2020-12-31,Prasad Reddy,40mm,5.23,DryMix,1866.87,9762.48,2020
2022-11-05,Ashok,20mm,2.11,DryMix,2841.65,5990.43,2022
2021-10-31,Talangeni,6mm,9.58,WetMix,1318.04,12623.11,2021
2024-10-24,Ashok,40mm,7.76,DryMix,2086.01,16179.04,2024
2020-05-10,RK Traders,20mm,12.95,DryMix,2609.68,33796.21,2020
2023-11-06,Naresh,6mm,9.31,WetMix,1497.35,13933.32,2023
2023-10-27,Meghana,12mm,3.67,WetMix,1513.05,5559.93,2023
2023-11-19,Ashok,12mm,3.71,WetMix,1496.04,5556.15,2023
2024-10-17,Meghana,12mm,3.77,WetMix,1636.84,6169.92,2024
2022-09-12,RK Traders,6mm,1.79,WetMix,1602.91,2867.75,2022
2022-09-07,RK Traders,40mm,7.08,DryMix,2169.06,15363.09,2022
2020-12-03,Naresh,12mm,6.4,WetMix,1236.28,7906.03,2020
2024-08-12,Suresh,20mm,4.86,DryMix,3395.97,16499.78,2024
2022-07-19,RK Traders,20mm,1.12,DryMix,2986.4,3346.63,2022
2021-04-27,Ashok,Dust,13.96,WetMix,1210.51,16899.01,2021
2020-05-03,Ashok,20mm,10.65,DryMix,2389.64,25447.26,2020
2021-05-30,Prasad Reddy,12mm,6.75,WetMix,1210.95,8172.79,2021
2021-06-16,Prasad Reddy,40mm,7.16,DryMix,1809.36,12953.53,2021
2024-08-04,RK Traders,Dust,5.24,WetMix,1466.02,7681.95,2024
2024-11-22,Ashok,6mm,9.63,WetMix,1608.6,15484.77,2024
2023-06-28,Ashok,40mm,4.83,DryMix,1988.66,9599.88,2023
2021-07-11,Suresh,Dust,2.63,WetMix,1306.78,3436.34,2021
2024-04-14,RK Traders,40mm,7.96,DryMix,2035.63,16196.49,2024
2020-09-26,Meghana,12mm,9.13,WetMix,1147.21,10470.09,2020
2020-03-23,Naresh,40mm,11.77,DryMix,1849.39,21764.59,2020
2022-09-06,Ashok,6mm,5.89,WetMix,1541.32,9077.95,2022
2024-07-17,RK Traders,20mm,2.95,DryMix,3286.46,9693.27,2024
2023-02-17,Suresh,6mm,3.69,WetMix,1459.31,5382.31,2023
2020-09-21,RK Traders,20mm,6.65,DryMix,2400.63,15963.04,2020
2024-10-28,Naresh,20mm,6.11,DryMix,3347.36,20445.68,2024
2020-03-08,Talangeni,Dust,9.2,WetMix,1250.61,11505.27,2020
2024-07-13,Meghana,6mm,0.74,WetMix,1789.14,1330.09,2024
2022-11-24,Meghana,40mm,5.31,DryMix,2149.13,11422.46,2022
2023-09-10,Suresh,Dust,1.99,WetMix,1493.08,2978.56,2023
2023-05-09,Prasad Reddy,6mm,12.28,WetMix,1651.25,20277.05,2023
2021-12-28,Suresh,20mm,1.67,DryMix,2779.03,4654.14,2021
2021-03-13,Meghana,Dust,9.13,WetMix,1365.62,12462.74,2021
2020-01-26,Suresh,Dust,10.21,WetMix,1130.28,11534.9,2020
2024-04-22,Prasad Reddy,Dust,4.52,WetMix,1611.57,7287.65,2024
2024-01-18,RK Traders,Dust,8.53,WetMix,1466.46,12515.47,2024
2021-08-01,Talangeni,Dust,3.3,WetMix,1235.55,4083.02,2021
2023-10-16,Ashok,20mm,9.19,DryMix,2968.72,27295.54,2023
2024-10-11,Suresh,20mm,1.42,DryMix,3182.4,4514.68,2024
2024-07-29,RK Traders,40mm,3.05,DryMix,2239.12,6831.64,2024
2024-07-02,Naresh,20mm,4.15,DryMix,3005.5,12474.28,2024
2022-01-18,Prasad Reddy,Dust,1.05,WetMix,1383.97,1447.75,2022
2023-08-18,Meghana,20mm,4.83,DryMix,3226.66,15600.51,2023
2022-05-14,Ashok,12mm,8.7,WetMix,1450.79,12616.59,2022
2020-11-13,Naresh,12mm,3.85,WetMix,1090.65,4200.48,2020
2023-09-29,Prasad Reddy,6mm,1.98,WetMix,1634.6,3233.6,2023
2022-03-29,Ashok,40mm,1.87,DryMix,2036.41,3813.21,2022
2024-09-23,Meghana,40mm,1.99,DryMix,2474.84,4918.77,2024
2024-04-30,Prasad Reddy,6mm,11.61,WetMix,1652.39,19182.22,2024
2021-08-06,Suresh,6mm,4.46,WetMix,1344.09,5992.65,2021
2023-08-17,Ashok,12mm,4.12,WetMix,1583.85,6527.5,2023
2023-03-22,Meghana,40mm,5.47,DryMix,1938.42,10600.5,2023
2021-12-27,Ashok,20mm,3.08,DryMix,2873.8,8854.91,2021
2023-09-09,Ashok,20mm,1.77,DryMix,3123.41,5537.45,2023
2024-11-09,RK Traders,Dust,4.29,WetMix,1672.8,7183.58,2024
2024-11-13,Ashok,20mm,6.94,DryMix,3144.11,21807.57,2024
2020-07-20,Naresh,12mm,0.64,WetMix,1222.48,785.65,2020
2020-07-28,Meghana,40mm,1.55,DryMix,1624.74,2522.67,2020
2022-02-09,Meghana,Dust,9.87,WetMix,1274.72,12583.0,2022
2024-08-28,Meghana,40mm,0.71,DryMix,2091.56,1494.09,2024
2020-09-24,Naresh,40mm,6.21,DryMix,1755.07,10902.85,2020
2022-09-12,Suresh,6mm,2.77,WetMix,1597.5,4430.83,2022
2022-07-09,Meghana,20mm,4.06,DryMix,3046.99,12367.46,2022
2024-08-08,Naresh,Dust,3.86,WetMix,1417.96,5466.78,2024
2024-07-15,RK Traders,Dust,4.76,WetMix,1641.23,7807.63,2024
2023-03-25,Ashok,Dust,2.7,WetMix,1540.04,4150.42,2023
2023-01-03,Naresh,12mm,7.2,WetMix,1481.35,10672.6,2023
2021-11-09,RK Traders,12mm,2.32,WetMix,1266.16,2931.82,2021
2024-05-10,Prasad Reddy,20mm,5.59,DryMix,3485.85,19478.01,2024
2023-05-10,Talangeni,Dust,5.94,WetMix,1504.19,8928.31,2023
2024-02-11,Meghana,40mm,1.88,DryMix,2296.05,4305.87,2024
2021-07-29,Talangeni,6mm,3.49,WetMix,1508.93,5272.77,2021
2024-02-18,Ashok,20mm,2.18,DryMix,3320.5,7247.93,2024
2022-04-16,Naresh,40mm,6.12,DryMix,2192.6,13416.38,2022
2023-03-24,Naresh,40mm,1.95,DryMix,1984.8,3865.76,2023
2020-05-04,Meghana,6mm,13.8,WetMix,1222.33,16868.26,2020
2024-04-21,RK Traders,12mm,14.01,WetMix,1478.85,20725.94,2024
2024-09-27,RK Traders,12mm,1.78,WetMix,1549.94,2755.3,2024
2020-02-28,Prasad Reddy,Dust,4.16,WetMix,1182.29,4916.82,2020
2020-03-08,Suresh,6mm,8.72,WetMix,1314.16,11464.83,2020
2020-12-30,Naresh,6mm,3.94,WetMix,1409.38,5551.49,2020
2023-10-09,Naresh,6mm,5.95,WetMix,1494.08,8891.64,2023
2021-01-17,Suresh,Dust,5.51,WetMix,1415.47,7793.29,2021
2024-03-02,RK Traders,20mm,14.75,DryMix,3253.11,47987.64,2024
2022-06-27,Naresh,12mm,8.54,WetMix,1287.92,11000.77,2022
2023-01-27,Talangeni,Dust,5.98,WetMix,1500.24,8966.73,2023
2022-01-31,Suresh,40mm,2.23,DryMix,2099.02,4678.64,2022
2021-05-31,Suresh,20mm,4.54,DryMix,2698.02,12237.11,2021
2020-03-04,Suresh,40mm,6.15,DryMix,1794.89,11038.23,2020
2024-05-01,Meghana,Dust,13.14,WetMix,1434.39,18851.81,2024
2021-04-20,Prasad Reddy,6mm,7.53,WetMix,1463.46,11018.92,2021
2022-10-14,Meghana,Dust,5.55,WetMix,1282.51,7123.33,2022
2023-08-20,RK Traders,Dust,3.1,WetMix,1538.66,4767.74,2023
2021-11-25,RK Traders,12mm,2.96,WetMix,1228.99,3632.45,2021
2023-05-24,Naresh,40mm,5.9,DryMix,2307.95,13609.46,2023
2024-01-28,Suresh,40mm,4.26,DryMix,2469.4,10516.65,2024
2024-09-06,Ashok,Dust,2.57,WetMix,1690.07,4343.25,2024
2023-09-14,Suresh,Dust,8.73,WetMix,1446.28,12624.52,2023
2022-04-19,Ashok,40mm,7.01,DryMix,2160.28,15152.95,2022
2022-11-02,Ashok,6mm,7.51,WetMix,1575.23,11832.8,2022
2020-01-22,Meghana,6mm,6.92,WetMix,1378.79,9547.29,2020
2020-11-15,RK Traders,6mm,3.31,WetMix,1400.37,4631.67,2020
2021-11-26,Meghana,20mm,11.07,DryMix,2412.24,26697.54,2021
2020-09-20,Prasad Reddy,12mm,1.11,WetMix,1101.55,1225.03,2020
2021-08-01,RK Traders,20mm,4.31,DryMix,2853.77,12301.18,2021
2024-04-21,Suresh,6mm,11.67,WetMix,1798.39,20991.54,2024
2020-09-13,Naresh,Dust,1.76,WetMix,1237.49,2174.91,2020
2023-07-12,Meghana,12mm,4.51,WetMix,1388.21,6261.02,2023
2023-10-13,Naresh,40mm,6.62,DryMix,2150.53,14244.49,2023
2024-09-04,Suresh,12mm,5.23,WetMix,1675.81,8760.1,2024
2024-03-31,Prasad Reddy,12mm,12.22,WetMix,1536.19,18779.07,2024
2024-08-06,Talangeni,Dust,3.03,WetMix,1416.5,4298.72,2024
2020-04-20,Talangeni,Dust,12.91,WetMix,1157.0,14939.89,2020
2022-08-31,Meghana,40mm,3.29,DryMix,1934.77,6365.83,2022
2020-11-16,Prasad Reddy,20mm,1.38,DryMix,2359.64,3257.56,2020
2023-11-27,Naresh,6mm,2.05,WetMix,1644.42,3364.16,2023
2020-12-02,Talangeni,12mm,5.63,WetMix,1277.14,7190.3,2020
2021-10-21,Meghana,12mm,3.13,WetMix,1274.54,3995.66,2021
2020-02-22,Suresh,Dust,6.91,WetMix,1310.86,9057.93,2020
2022-11-01,Talangeni,12mm,7.04,WetMix,1456.59,10253.84,2022
2022-05-22,Prasad Reddy,Dust,1.56,WetMix,1329.08,2071.61,2022
2022-10-14,Talangeni,6mm,6.08,WetMix,1569.52,9542.5,2022
2020-07-27,Prasad Reddy,12mm,5.87,WetMix,1161.69,6814.11,2020
2023-03-26,Naresh,Dust,3.05,WetMix,1559.77,4764.26,2023
2020-05-16,Talangeni,40mm,12.62,DryMix,1694.3,21385.04,2020
2022-06-29,Suresh,40mm,4.47,DryMix,1975.25,8819.78,2022
2024-05-10,Naresh,Dust,11.74,WetMix,1421.58,16687.95,2024
2020-08-05,Prasad Reddy,6mm,4.75,WetMix,1433.57,6809.8,2020
2022-08-08,Ashok,12mm,4.77,WetMix,1276.88,6088.21,2022
2022-11-02,Prasad Reddy,6mm,2.27,WetMix,1438.12,3260.01,2022
2024-01-15,Meghana,20mm,5.53,DryMix,3052.14,16891.71,2024
2024-10-12,Suresh,Dust,4.66,WetMix,1408.85,6567.62,2024
2023-08-20,Prasad Reddy,Dust,1.21,WetMix,1457.06,1755.86,2023
2024-11-26,RK Traders,40mm,9.69,DryMix,2028.82,19668.32,2024
2022-11-02,Suresh,12mm,8.13,WetMix,1456.15,11837.48,2022
2024-03-31,Prasad Reddy,20mm,10.58,DryMix,3436.65,36357.44,2024
2023-01-28,Ashok,6mm,3.58,WetMix,1631.62,5842.1,2023
2024-10-17,Talangeni,Dust,9.33,WetMix,1622.24,15133.83,2024
2022-07-28,RK Traders,6mm,1.61,WetMix,1568.97,2521.69,2022
2020-12-21,RK Traders,6mm,7.71,WetMix,1199.35,9242.38,2020
2020-02-18,Suresh,12mm,8.93,WetMix,1144.22,10223.19,2020
2021-07-11,Suresh,6mm,4.74,WetMix,1528.52,7240.86,2021
2022-05-17,Naresh,12mm,6.97,WetMix,1366.05,9518.42,2022
2020-01-17,Meghana,Dust,7.89,WetMix,1153.54,9103.69,2020
2021-02-12,Talangeni,Dust,7.07,WetMix,1299.63,9189.63,2021
2020-04-28,Ashok,Dust,3.47,WetMix,1142.19,3963.35,2020
2024-03-05,Talangeni,6mm,11.76,WetMix,1780.89,20945.29,2024
2024-08-24,Meghana,6mm,2.42,WetMix,1667.81,4043.78,2024
2021-10-26,Ashok,20mm,4.12,DryMix,2684.61,11055.4,2021
2024-07-19,Naresh,Dust,3.45,WetMix,1599.29,5515.68,2024
2023-06-05,Prasad Reddy,40mm,8.39,DryMix,2149.6,18033.17,2023
2022-09-09,Suresh,20mm,3.8,DryMix,2791.86,10619.79,2022
2020-07-13,Prasad Reddy,6mm,3.55,WetMix,1435.47,5092.26,2020
2023-05-13,Ashok,Dust,9.05,WetMix,1514.36,13703.71,2023
2023-02-01,Ashok,20mm,9.39,DryMix,3197.54,30013.9,2023
2021-03-09,Ashok,40mm,11.84,DryMix,1906.29,22576.8,2021
2024-04-01,Talangeni,40mm,3.62,DryMix,2115.75,7661.41,2024
2020-01-26,Talangeni,20mm,3.62,DryMix,2407.57,8715.34,2020
2021-04-05,RK Traders,6mm,10.84,WetMix,1380.81,14972.51,2021
2021-05-05,Prasad Reddy,20mm,5.56,DryMix,2914.36,16194.7,2021
2024-01-01,Prasad Reddy,Dust,6.84,WetMix,1669.65,11413.87,2024
2023-06-19,Prasad Reddy,12mm,5.04,WetMix,1577.05,7950.88,2023
2020-12-26,Meghana,40mm,3.78,DryMix,1730.31,6542.36,2020
2024-10-27,Talangeni,6mm,1.63,WetMix,1750.3,2848.92,2024
2023-08-10,Meghana,12mm,2.91,WetMix,1465.53,4264.82,2023
2024-10-23,Meghana,40mm,4.97,DryMix,2416.79,12011.93,2024
2021-05-07,RK Traders,40mm,13.8,DryMix,2012.63,27769.85,2021
2020-11-28,Naresh,12mm,7.09,WetMix,1174.05,8318.43,2020
2024-08-31,Naresh,Dust,2.8,WetMix,1548.25,4330.51,2024
2024-09-18,Meghana,12mm,3.29,WetMix,1557.36,5123.91,2024
2024-06-12,Naresh,12mm,3.13,WetMix,1436.5,4493.74,2024
2020-06-02,RK Traders,Dust,8.66,WetMix,1280.81,11097.02,2020
